,store,sido,gungu,store_address
0,남양산점,경상남도,양산시,"경상남도 양산시 물금읍 범어로 102, 107호 (라온센트럴상가)"
1,주엽점,경기,고양시,경기 고양시 일산서구 주화로 42
2,운정1호점,경기,파주시,경기 파주시 동패로63번길 48-29 102호
3,신동백점,경기도,용인시,경기도 용인시 기흥구 언동로217번길 8
4,보문5가점,서울특별시,성북구,"서울특별시 성북구 지봉로20길 81, 1층 3호(보문동5가)"
5,용인역삼점,경기도,용인시,경기도 용인시 처인구 지삼로 590번길 10-3
6,반월점,경기도,안산시,경기도 안산시 상록구 건건로 93
7,가능점,경기,의정부시,경기 의정부시 호국로 1135
8,망우점,서울특별시,중랑구,서울특별시 중랑구 용마산로109길 24
9,용강점,경상북도,경주시,경상북도 경주시 승삼3길 18-1
10,인천청천점,인천광역시,부평구,인천광역시 부평구 평천로 115번길 12
11,조암점,경기도,화성시,경기도 화성시 우정읍 조암북로 67번길 6-12
12,구서점,부산광역시,금정구,"부산광역시 금정구 금샘로 262, 216동 104호(구서동, 쌍용예가 2단지)"
13,연산토곡점,부산광역시,연제구,"부산광역시 연제구 과정로 294, 1층(연산동)"
14,야당점,경기,파주시,"경기 파주시 경의로1004번길 37 , 롯데프라자 102호"
15,침산점,대구시,북구,대구시 북구 침산동 456-7
16,각산점,대구시,동구,대구시 동구 과학로2길 14
17,대봉점,대구시,중구,대구시 중구 달구벌대로 446길 28
18,국가산단점,대구시,달성군,대구시 달성군 구지면 국가산단대로 66길 29
19,가음점,경남,창원시,경남 창원시 성산구 대정로40번길 7
20,유니시티점,경남,창원시,경남 창원시 의창구 평산로211번길 18
21,통영1점,경남,통영시,경남 통영시 광도면 죽림2로 76-95
22,동천점,경남,남해군,경남 남해군 삼동면 동부대로 1235
23,대원점,경남,창원시,경남 창원시 성산구 창원대로 548
24,안동삼안점,경상남도,김해시,경상남도 김해시 삼안로 131번길 8-4
25,문산점,경남,진주시,경남 진주시 문산읍 소문길 51
26,용상점,경북,안동시,경북 안동시 전거리7길 83
27,광석동점,경북,안동시,경북 안동시 대석2길 3
28,송도점,경북,포항시,경북 포항시 남구 송림로 16
29,문덕점,경북,포항시,경북 포항시 남구 오천읍 냉천로 302번길 43
30,거문도점,전남,여수시,전남 여수시 삼산면 삼호교길 2
31,오성점,전남,광양시,전남 광양시 광양읍 덕례리 1728-1
32,나주점,전남,나주시,전남 나주시 나주천2길 72
33,구례점,전남,구례군,전남 구례군 구례읍 중앙로 54
34,중화서신점,전북,전주시,전북 전주시 완산구 효자로 329
35,정읍상동점,전북,정읍시,전북 정읍시 상동중앙로 2
36,법동점,대전,대덕구,대전 대덕구 계족로663번길 29-18
37,원내점,대전,유성구,대전 유성구 진잠로66번길 48
38,예천점,충남,서산시,충남 서산시 동서1로 174
39,아산중앙점,충남,아산시,충남 아산시 시민로 258번길 3-3
40,교현신수점,충북,충주시,충북 충주시 연수동산로 5길 27
41,혁신도시점,충북,진천군,충북 진천군 덕산읍 대하로 114
42,영동점,충북,영동군,충북 영동군 영동읍 계산로 18
43,개운점,강원도,원주시,강원도 원주시 개운로 30
44,육사점,서울특별시,노원구,서울특별시 노원구 공릉동 공릉 사서함 77-5
45,청전점,충북,제천시,"충북 제천시 내제로 25길 6-1, 1층(청전동)"
46,사천점,강원도,강릉시,강원도 강릉시 사천면 진리해변길 165
47,주문진점,강원도,강릉시,강원도 강릉시 주문진읍 연주로 321
48,리솜점,충청북도,제천시,충청북도 제천시 백운면 금봉로 214
49,송림재능대점,인천광역시,동구,인천광역시 동구 새천년로 38번길 11
50,불로점,인천광역시,서구,인천광역시 서구 검단로 759
51,공업탑점,울산광역시,남구,"울산광역시 남구 수암로 12, 1층(신정동)"
52,산북점,경기,양주시,경기 양주시 평화로 1267번길 6
53,안양2점,경기도,안양시,경기도 안양시 만안구 박달로 542번길 24
54,고덕국제점,경기도,평택시,경기도 평택시 고덕면 여염리4279-3
55,영통점,경기도,수원시,경기도 수원시 영통구 청명로 69
56,녹양점,경기,의정부시,경기 의정부시 녹양로 79
57,송도센트럴점,인천광역시,연수구,인천광역시 연수구 하모니로 188번길 17
58,은계지구점,경기도,시흥시,경기도 시흥시 은계호수로 49
59,다산진건1호점,경기도,남양주시,"경기도 남양주시 다산순환로  325 , 아이파크상가 108호"
60,당왕동점,경기도,안성시,경기도 안성시 고수2로 70
61,월곡역점,서울특별시,성북구,"서울특별시 성북구 화랑로5길 4, 1층(하월곡동)"
62,금호점,서울특별시,성동구,"서울특별시 성동구 독서당로 276, 1층 102호 (금호동4가)"
63,이태원역점,서울특별시,용산구,서울특별시 용산구 우사단로10길 28. 1층(이태원동)
64,남항점,부산광역시,영도구,"부산광역시 영도구 남항시장길 324, 1층 1호 (영선동2가)"
65,내동점,경상남도,김해시,"경상남도 김해시 금관대로 1365번길 4-21, 1층 (내동)"
66,홍대점,서울특별시,마포구,"서울특별시 마포구 와우산로 23, 지층(상수동, 규민빌딩)"
67,문형점,경기도,광주시,경기도 광주시 오포읍 오포로 447
68,진동점,경상남도,창원시,경상남도 창원시 마산합포구 진동면 삼진의거대로 660
69,화봉점,울산광역시,북구,울산광역시 북구 상방로 78
70,송현점,경상북도,안동시,경상북도 안동시 합전2길 19
71,옥동점,경상북도,안동시,경상북도 안동시 복주1길 5
72,대도점,경상북도,포항시,경상북도 포항시 남구 상대로 142
73,목천점,충청남도,천안시,충청남도 천안시 동남구 목천읍 목천안터2길 10
74,송정점,경기도,이천시,경기도 이천시 증신로 273
75,유구점,충청남도,공주시,충청남도 공주시 유구읍 석남리 269 -3
76,신기점,전남,여수시,전남 여수시 신기남4길 14
77,케이준 덕풍점,경기도,하남시,경기도 하남시 하남대로861번길 5
78,화명신도시점,부산광역시,북구,부산광역시 북구 금곡대로303번길 69
79,해운대점,부산광역시,해운대구,부산광역시 해운대구 해운대해변로209번길26
80,시청점,부산,연제구,부산 연제구 연제로 3
81,압량점,경상북도,경산시,경상북도 경산시 청운2로 74
82,축산점,경상북도,영덕군,경상북도 영덕군 축산면 축산항길 15
83,도청점,경상북도,예천군,경상북도 예천군 호명면 양지5길 4
84,다산점,경상북도,고령군,경상북도 고령군 다산면 상곡1길 16
85,외동점,경북,경주시,경북 경주시 외동읍 내외로 229-5
86,평리점,대구광역시,서구,대구광역시 서구 통학로 85-2
87,임당점,경상북도,경산시,경상북도 경산시 남매공원로2길 35
88,장기점,대구시,달서구,대구시 달서구 장기동 824-3
89,범물1점,대구시,수성구,대구시 수성구 범물동 1369-11
90,가산점,경북,칠곡군,경북 칠곡군 가산면 경북대로 1588
91,아산원남점,충청남도,아산시,충청남도 아산시 음봉면 음봉면로251번길 48
92,유곡점,충남,당진시,충남 당진시 송산면 서정9길 12
93,합덕점,충남,당진시,충남 당진시 합덕읍 미락1안길 31
94,삽교점,충청남도,예산군,충청남도 예산군 삽교읍 삽교로 167
95,당진CGV점,충남,당진시,충남 당진시 북문로1길 41-12
96,문화점,대전광역시,중구,대전광역시 중구 송리로 42
97,탕정점,충남,아산시,충남 아산시 탕정면 탕정면로8번길 93-3
98,죽정점,충남,보령시,충남 보령시 봉황로 72-11
99,사창점,충북,청주시,충북 청주시 서원구 창직로 17-1
100,성화점,충북,청주시,충북 청주시 서원구 신화로 39
101,한밭대점,대전,유성구,대전 유성구 학하서로121번길 39-11
102,태안점,충남,태안군,충남 태안군 태안읍 군청7길 31
103,청양점,충청남도,청양군,충청남도 청양군 청양읍 칠갑산로 2길 13
104,지웰점,충청북도,청주시,충청북도 청주시 흥덕구 대신로73번길 86-1
105,지웰복대점,충북,청주시,충북 청주시 흥덕구 증안로22번길 13-12
106,종촌점,세종시,도움1로,세종시 도움1로 106
107,조치원점,세종시,조치원읍,세종시 조치원읍 행복길20
108,정림점,대전,서구,대전 서구 정림동 533
109,장항점,충남,서천군,충남 서천군 장항읍 신창서로51
110,자양우송대점,대전광역시,대동,대전광역시 대동 358-3
111,용암점,충청북도,청주시,충청북도 청주시 상당구 용암동 2325
112,옥산점,충북,청주시,충북 청주시 흥덕구 옥산면 옥산시내1길 49
113,연무대점,충남,논산시,충남 논산시 연무읍 연무로 189
114,안서점,충청남도,천안시,충청남도 천안시 동남구 각원사길 38
115,신불당점,충남,천안시,충남 천안시 서북구 불당동 1548
116,신방청당점,충청남도,천안시,충청남도 천안시 동남구 풍세로 810
117,송절테크노점,충북,청주시,충북 청주시 흥덕구 송화로184번길 7
118,산남점,충북,청주시,충북 청주시 서원구 산남동 498
119,분평점,충청북도,청주시,충청북도 청주시 분평동 249-6
120,보은점,충청북도,보은군,충청북도 보은군 보은읍 삼산남로 20
121,보람시청점,세종시,호려울로,세종시 호려울로 19
122,모항만리포점,충남,태안군,충남 태안군 소원면 모항파도로 113
123,만년점,대전,서구,대전 서구 만년남로3번길 1
124,둔포점,충청남도,아산시,충청남도 아산시 둔포면 아산밸리중앙로47
125,동대점,충청남도,보령시,충청남도 보령시 동현로 26
126,도담어진점,세종시,보듬4로,세종시 보듬4로 9
127,대천해수욕장점,충남,보령시,충남 보령시 해수욕장5길7
128,노은사랑점,대전,유성구,대전 유성구 지족로148번길 9
129,내포점,충남,홍성군,충남 홍성군 홍북읍 자경로 17
130,내덕청대점,충북,청주시,충북 청주시 청원구 안덕벌로49번길 6
131,기지시점,충청남도,당진시,충청남도 당진시 송악읍 반촌로 98-4
132,관저사랑점,대전광역시,서구,대전광역시 서구 관저중로84번길 9-13
133,가장내동점,대전광역시,서구,대전광역시 서구 괴정동 82-22
134,가오점,대전광역시,동구,대전광역시 동구 대전로 437
135,강릉교동점,강원도,강릉시,강원도 강릉시 지변동 285-21
136,보문점,서울특별시,성북구,서울특별시 성북구 보문로 109
137,화순점,전남,화순군,전남 화순군 화순읍 쌍충로 12-1
138,진월점,광주,남구,광주 남구 금당로 78
139,웅천점,전남,여수시,전남 여수시 웅천로 261
140,어양점,전북,익산시,전북 익산시 하나로10길 13
141,부안점,전북,부안군,전북 부안군 부안읍 오리정로172-1
142,가호점,경남,진주시,경남 진주시 호탄길21번길 10-2
143,농소점,경남,거제시,경남 거제시 장목면 거제북로 2586
144,함양점,경남,함양군,경남 함양군 함양읍 교산3길 3
145,호계점,창원시,마산회원구,창원시 마산회원구 내서읍 광려천북로 184-1
146,현동점,경남,창원시,경남 창원시 마산합포구 현동6길 18
147,초전점,경남,진주시,경남 진주시 초전북로 61번길 15-15
148,양덕점,경남,창원시,경남 창원시 마산회원구 양덕남7길 13
149,신원점,경남,거창군,경남 거창군 신원면 신차로 3062
150,교방점,경남,창원시,경남 창원시 마산회원구 회원남로 14
151,문동점,경남,거제시,경남 거제시 거제중앙로 1537
152,마산장군점,경남,창원시,경남 창원시 마산합포구 장군천로 42
153,도동점,경남,진주시,경남 진주시 도동로 240번길 10
154,금남점,경남,하동군,경남 하동군 금남면 섬진강대로 972
155,강릉중앙점,강원도,강릉시,강원도 강릉시 금성로 58
156,국토정중앙면점,강원,양구군,강원 양구군 국토정중앙면 삼팔선로 10
157,신동정원점,강원도,정선군,강원도 정선군 신동읍 예미리 766
158,내곡관동대점,강원도,관대길,강원도 관대길 32
159,봉오점,강원도,화천군,강원도 화천군 상서면 신월동로 10
160,목행점,충주시,행정9길,충주시 행정9길 32
161,입암점,강원도,강릉시,강원도 강릉시 월대산로 59
162,산양점,강원도,화천군,강원도 화천군 상서면  영서로 7756-1
163,포남점,강원도,강릉시,강원도 강릉시 경강로 2356번길 11
164,북평점,강원,동해시,강원 동해시 오일장길 7
165,함덕점,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함덕남16길 108
166,고덕점,서울특별시,강동구,서울특별시 강동구 아리수로74길 35-23
167,사당2점,서울특별시,동작구,서울특별시 동작구 동작대로29나길 30
168,남창점,울산광역시,울주군,"울산광역시 울주군 온양읍 솔밭1길 23-5, 1층"
169,남구청현대점,부산광역시,남구,부산광역시 남구 문현로 63(문현동)
170,광안해변점,부산광역시,수영구,"부산광역시 수영구 수영로 506, 근린생활시설-2동 10호 (광안동)"
171,명학역점,경기도,안양시,경기도 안양시 만안구 안양로 96
172,아주대점,경기도,수원시,경기도 수원시 팔달구 중부대로220번길 10
173,도마교동점,경기,군포시,경기 군포시 송부로34번길 9-16
174,금촌점,경기도,파주시,경기도 파주시 황골로 15
175,천상점,울산광역시,울주군,"울산광역시 울주군 범서읍 천상1길 18, 104호"
176,영주점,부산광역시,중구,부산광역시 중구 중구로 64 (대청동4가)
177,고한점,강원도,정선군,강원도 정선군 고한읍 고한로 133-1
178,중랑역점,서울특별시,중랑구,"서울특별시 중랑구 중랑천로 117, 가동 1층(중화동, 정광빌딩)"
179,은평뉴타운점,서울특별시,은평구,"서울특별시 은평구 진관3로 67, 909동 1층 상가108호(진관동, 은평뉴타운 구파발)"
180,창5점,서울특별시,도봉구,서울특별시 도봉구 마들로 555
181,신당점,서울특별시,중구,서울특별시 중구 퇴계로74길 21-5 1층 103호
182,용곡점,충남,천안시,충남 천안시 동남구 용곡5길 39-4
183,정왕1호점,경기도,시흥시,경기도 시흥시 정왕대로233번안길 3-4
184,심곡본점,경기도,부천시,경기도 부천시 경인로 190
185,우정혁신점,울산광역시,중구,"울산광역시 중구 평동3길  32, 1    2층(유곡동)"
186,영화점,경기,수원시,경기 수원시 장안구 수성로364번길 15
187,답십리점,서울특별시,동대문구,"서울특별시 동대문구 서울시립대로4길 27, 1층(전농동)"
188,이동석동점,경상남도,창원시,"경상남도 창원시 진해구 이동로38번길 9, 1층(이동)"
189,송현점,인천광역시,동구,인천광역시 동구 수문통로 35
190,별내2호점,경기,남양주시,경기 남양주시 덕송2로6번길 12-7
191,의정부중앙점,경기,의정부시,경기 의정부시 평화로 608
192,금당점,전남,순천시,"전남 순천시 조례못등길 85, 1층"
193,원주기업도시점,강원도,원주시,강원도 원주시 지정면 신지정로 300
194,신례원점,충청남도,예산군,충청남도 예산군 예산읍 창신로 67
195,오학점,경기도,여주시,경기도 여주시 현암3길 16
196,내발산점,서울특별시,강서구,서울특별시 강서구 우장산로 19
197,월영경대점,경상남도,창원시,경상남도 창원시 마산합포구 월영북16길 19
198,오창2산단점,충북,청주시,충북 청주시 청원구 오창읍 주성1길 12
199,망포점,경기도,수원시,경기도 수원시 영통구 영통로 153번길 6
200,고강점,경기도,부천시,경기도 부천시 수주로 21-1
201,도계점,강원도,삼척시,강원도 삼척시 도계읍 도계로 324-1
202,청라2점,인천광역시,서구,인천광역시 서구 솔빛로 55
203,복정점,경기도,성남시,경기도 성남시 수정구 복정로 92-1
204,중앙역점,경기도,안산시,경기도 안산시 단원구 광덕3로 243
205,덕포점,부산광역시,사상구,"부산광역시 사상구 사상로342번길 40, 1층 102호 (덕포동)"
206,마곡점,서울특별시,강서구,서울특별시 강서구 마곡중앙4로 22
207,남해고현점,경상남도,남해군,경상남도 남해군 고현면 탑동로 54
208,창선점,경상남도,남해군,"경상남도 남해군 창선면 창선로 107-1, 2층"
209,동금점,경상남도,사천시,경상남도 사천시 중앙로 81-1
210,사천점,경상남도,사천시,경상남도 사천시 사천읍 평화2길 38
211,감계점,경상남도,창원시,"경상남도 창원시 의창구 북면 동전로 15, 105호"
212,양지점,경기,남양주시,경기 남양주시 오남읍 진건오남로797번길 28
213,신사점,서울특별시,은평구,서울특별시 은평구 신사동 40-6
214,중곡역점,서울특별시,광진구,"서울특별시 광진구 긴고랑로 5, 1층(중곡동)"
215,응암점,서울특별시,은평구,"서울특별시 은평구 백련산로 36, 상가동 106호(응암동, 백련산 힐스테이트 3차)"
216,돈암점,서울특별시,성북구,"서울특별시 성북구 아리랑로6길 4, 1층(동선동5가)"
217,거여점,서울특별시,송파구,"서울특별시 송파구 거마로7길 3, 1층 101호(거여동)"
218,밀양내이점,경상남도,밀양시,경상남도 밀양시 북성로4길 16
219,남지점,경남,창녕군,경남 창녕군 남지읍 남지중앙로 90
220,신호동점,부산광역시,강서구,부산광역시 강서구 신호산단3로 66 1층 101호
221,율하2지구점,경상남도,김해시,"경상남도 김해시 율하로 479-1, 331동 1층 104호(장유동, 원메이저푸르지오)"
222,남부동점,경남,양산시,경남 양산시 남부동 605-1번지 106호
223,세곡점,서울특별시,강남구,"서울특별시 강남구 헌릉로571길 7, 1층 103호(세곡동, 강남레체)"
224,오금점,서울특별시,송파구,"서울특별시 송파구 마천로 165, 1층(오금동)"
225,구산점,경상남도,김해시,경상남도 김해시 구산동 1083-7번지 101호
226,예산점,충남,예산군,충남 예산군 예산읍 벚꽃로 155번길 43
227,신창점,광주,광산구,"광주 광산구 신창로36번길 19, 1층(신창동)"
228,장덕점,광주,광산구,"광주 광산구 장덕로39번길 14, 1층(장덕동)"
229,학동방림점,광주,동구,"광주 동구 천변우로 603, 102-101(학동)"
230,운남점,광주,광산구,"광주 광산구 목련로 273번안길 43, 2층(운남동)"
231,전대점,광주,북구,"광주 북구 우치로 100번길 3-2, 1층(용봉동)"
232,법원점,경기도,파주시,경기도 파주시 법원읍 술이홀로 969
233,옥정2호점,경기,양주시,경기 양주시 옥정동로5나길 119
234,전주혁신점,전주시,덕진구,전주시 덕진구 중동 오정2길3
235,수서점,서울특별시,강남구,서울특별시 강남구 광평로56길 8-9
236,석전점,경상남도,창원시,경상남도 창원시 마산회원구 석전북2길 43
237,등촌점,서울특별시,강서구,서울특별시 강서구 양천로 400-12
238,행당점,서울특별시,성동구,"서울특별시 성동구 행당로 76, 1층 117호(행당동, 행당한진타운 단지상가)"
239,북정점,경상남도,양산시,"경상남도 양산시 북정중앙로 37, 1층 일부 (북정동)"
240,성안점,울산광역시,중구,"울산광역시 중구 함월22길 25, 102호(성안동, 성안청구타운아파트)"
241,모래내시장점,인천광역시,남동구,인천광역시 남동구 구월말로 69-19
242,반송점,부산광역시,해운대구,"부산광역시 해운대구 반송로924번길 15, 1증(반송동)"
243,한림점,제주시,한림읍,"제주시 한림읍 한림상로 204,1층"
244,동구서부점,울산광역시,동구,울산광역시 동구 명덕3길 6 (서부동)
245,양주대동상가점,경상남도,양산시,"경상남도 양산시 양주로 156, 123동 1층 106호(중부동,대동황토방아파트)"
246,전포동성점,부산광역시,부산진구,부산광역시 부산진구 동성로 30길 4
247,물금가촌점,양산시,물금읍,"양산시 물금읍 물금로 57, 상가2동 1층 109호(양산 이지더원 5차 아파트)"
248,난곡점,서울특별시,관악구,서울특별시 관악구 난우길 47
249,풍덕천점,경기도,용인시,경기도 용인시 수지구 풍덕천로160번길 5-1
250,월피점,경기,안산시,경기 안산시 상록구 광덕산2로 18
251,동탄목동점,경기도,화성시,경기도 화성시 동탄순환대로20길 70
252,국수점,경기,양평군,경기 양평군 양서면 경강로 1015
253,김화점,강원도,철원군,강원도 철원군 김화읍 김화로 635
254,식사점,경기,고양시,경기 고양시 일산동구 위시티4로 80
255,지금점,경기,남양주시,경기 남양주시 다산지금로 124-82
256,운정2호점,경기,파주시,경기 파주시 산내로104번길 14-8
257,덕소점,경기,남양주시,경기 남양주시 와부읍 덕소로 177
258,고색점,경기도,수원시,경기도 수원시 권선구 매송고색로 691번길 6(고색동)
259,수성점,대구광역시,수성구,"대구광역시 수성구 수성로53길 20, 1층"
260,민락수변공원점,부산광역시,수영구,"부산광역시 수영구 광안해변로326번길 32, 1층 102호 (민락동, e편한세상오션테라스3단지)"
261,상일점,서울특별시,강동구,서울특별시 강동구 천호대로 219번길 74
262,석수점,경기도,안양시,경기도 안양시 만안구 석천로 168
263,운정3호점,경기,파주시,경기 파주시 가람로 51번길 26-30
264,교문점,경기,구리시,경기 구리시 이문안로 9-1
265,밀양무안점,경상남도,밀양시,경상남도 밀양시 무안면 사명로 503
266,밀양구기점,경상남도,밀양시,경상남도 밀양시 청도면 청도로 111
267,송현점,대구광역시,달서구,대구광역시 달서구 송현로 103
268,세천점,대구광역시,달성군,대구광역시 달성군 다사읍 세천로10길 15-7
269,하양점,경상북도,경산시,"경상북도 경산시 하양읍 문화로 12,2층"
270,광명1호점,경기도,광명시,경기도 광명시 오리로 1023
271,십정점,인천광역시,부평구,인천광역시 부평구 배곶로 77
272,흑석점,서울특별시,동작구,서울특별시 동작구 현충로52
273,서석점,강원도,홍천군,강원도 홍천군 서석면 구룡령로 2532
274,삼산본동점,울산광역시,남구,울산광역시 남구 남중로 76 (삼산동)
275,하계점,서울시,노원구,"서울시 노원구 공릉로58길 176, 상가동 101호(하계동, 우방아파트)"
276,구의광장점,서울시,광진구,"서울시 광진구 광나루로 545, 상강 제A동 1층 2호"
277,제기점,서울시,동대문구,서울시 동대문구 고산자로 56길 20
278,독립문점,서울시,종로구,서울시 종로구 사직로 11
279,광운대점,서울시,성북구,서울시 성북구 장위로 49길 1-1(장위동)
280,녹번점,서울시,은평구,서울시 은평구 통일로 649(녹번동)
281,양곡점,경기도,김포시,경기도 김포시 양촌읍 양곡2로30번길 7-23
282,고덕1호점,경기도,평택시,경기도 평택시 고덕면 고덕여염 11길 114
283,삼양점,서울특별시,강북구,서울특별시 강북구 삼양로54길 7
284,동서변점,대구광역시,북구,대구광역시 북구 환성정길7
285,울릉도점,경상북도,울릉군,경상북도 울릉군 울릉읍 울릉순환로 212-21
286,하단가락타운점,부산광역시,사하구,"부산광역시 사하구 동매로 35, 1층(하단동)"
287,상남점,경상남도,창원시,경상남도 창원시 성산구 상남로 107 메종드테라스
288,미조점,경상남도,남해군,경상남도 남해군 미조면 미조로236번길 25
289,칠암점,경상남도,진주시,경상남도 진주시 진주대로856번길 5
290,중앙여좌점,경상남도,창원시,경상남도 창원시 진해구 중원로 10
291,진주혁신도시점,경상남도,진주시,경상남도 진주시 충의로 20-16
292,모라점,부산광역시,사상구,부산광역시 사상구 백양대로 906
293,동남지구점,충청북도,청주시,충청북도 청주시 상당구 중고개로 104 309동
294,치평점,광주광역시,서구,광주광역시 서구 상무대로 739
295,상주점,경상남도,남해군,경상남도 남해군 상주면 남해대로 696
296,관산내유점,경기,고양시,경기 고양시 덕양구 동헌로 3번길 3
297,구월아시아드점,인천광역시,남동구,인천광역시 남동구 구월동 1542-2
298,동천점,경기도,용인시,경기도 용인시 수지구 수풍로 117번길 2-6
299,가락점,서울,송파구,서울 송파구 가락동 82-6
300,도화점,인천광역시,미추홀구,인천광역시 미추홀구 숙골로 116
301,위례역점,경기도,성남시,경기도 성남시 수정구 위례광장로 27
302,매곡삼각점,광주,북구,광주 북구 매곡로 63(매곡동)
303,염주점,광주,서구,광주 서구 염화로40번길 201-1
304,서판교점,경기,성남시,경기 성남시 분당구 운중로 129
305,송파장지점,서울,송파구,서울 송파구 새말로6길 24-33
306,서귀포신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로41번길 24-5
307,오목교점,서울특별시,양천구,서울특별시 양천구 은행정로19가길 8
308,팽성점,경기도,평택시,경기도 평택시 팽성읍 안정순환로 142
309,위례중앙점,서울,송파구,서울 송파구 장지동 896
310,성남점,울산광역시,중구,"울산광역시 중구 중앙길 118, 1층 (성남동)"
311,호평점,경기,남양주시,"경기 남양주시 늘을2로 96, 호평마을대주파크빌 상가 109호"
312,남면점,경상북도,김천시,경상북도 김천시 천동길 303-5
313,죽도점,경상북도,포항시,경상북도 포항시 북구 대해로 15
314,금장현곡점,경상북도,경주시,경상북도 경주시 현곡면 금장5길 34-15
315,관음점,대구광역시,북구,대구광역시 북구 칠곡중앙대로 429
316,이곡신당점,대구광역시,달서구,대구광역시 달서구 선원로37길 20
317,유강점,경상북도,포항시,경상북도 포항시 남구 연일읍 유강길 17
318,봉덕점,대구광역시,남구,대구광역시 남구 봉덕로21길 53-3
319,노원점,대구광역시,북구,"대구광역시 북구 침산남로7길 50-21,상가동 103호"
