,store,sido,gungu,store_address
627,신정1점,서울특별시,양천구,"서울특별시 양천구 은행정로 5길 28,1층 102호(신정동)"
628,신도림점,서울시,구로구,서울시 구로구 신도림동 396 - 140
629,신정7점,서울특별시,양천구,서울특별시 양천구 신정동 203-1
630,당산점,서울,영등포구,서울 영등포구 당산동1가 378번지
631,구로가산점,서울,구로구,서울 구로구 구로동 792-22번지
632,독산점,서울시,금천구,서울시 금천구 독산 179-12
633,목동점,서울특별시,양천구,"서울특별시 양천구 목동중앙서로 40 (목동,1층)"
634,사당점,동작구,사당동,동작구 사당동 312-9번지
635,동방점,서울시,관악,서울시 관악 신림 246-23
636,신림점,서울시,관악구,서울시 관악구 신림동 96-87
637,개봉점,서울특별시,구로구,"서울특별시 구로구 고척로27길 58, 1층(개봉동)"
638,신정점,서울특별시,양천구,"서울특별시 양천구 신정로11길 62, 1층(신정동, 유광빌딩)"
639,화곡1점,서울특별시,강서구,"서울특별시 강서구 가로공원로 233  101(화곡동,뉴파인아파트상가1층)"
640,개봉2점,서울특별시,구로구,서울특별시 구로구 개봉동 357-22
641,오류점,서울특별시,구로구,서울특별시 구로구 오류로 86
642,가좌점,인천시,서구,인천시 서구 가좌동 142-45
643,신현점,인천시,서구,인천시 서구 신현동 279-5
644,청라점,인천,서구,인천 서구 연희동 763-19
645,하늘도시점,인천광역시,중구,"인천광역시 중구 은하수로 351, 2동 103호 (중산동, 우미린1차상가)"
646,검암점,인천,서구,인천 서구 승학로 313-1
647,온수1점,인천,강화군,인천 강화군 강화읍 길상면 온수리 538-10
648,검단점,인천,서구,인천 서구 검단로 487번길 5
649,마전점,인천,서구,인천 서구 완정로 34번길 47
650,만수2점,인천,남동구,"인천 남동구 백범로 206번길 13(만수동 ,1층)"
651,만수3점,인천광역시,남동구,인천광역시 남동구 만수6동 1026-1
652,주안4점,인천시,남구,인천시 남구 주안4동 414-32
653,주안점,인천,남구,인천 남구 주안8동 1528-14
654,구월3점,인천시,남동구,인천시 남동구 구월동 1359-20
655,연안점,인천,중구,인천 중구 항동7가 58-4 라이프상가 1-107
656,용현점,인천광역시,남구,인천광역시 남구 용현동 342-2
657,송림점,인천,동구,인천 동구 송림2동 55-1
658,송도점,인천시,연수구,인천시 연수구 컨밴시아대로 42번길 12
659,인천논현점,인천광역시,남동구,인천광역시 남동구 논고개로 86
660,병방점,인천시,계양구,인천시 계양구 병방동 92-26
661,케이준 계양점,인천시,계양구,인천시 계양구 용종동 214-1
662,계산점,인천시,계양구,인천시 계양구 계수로1
663,효성점,인천시,계양구,인천시 계양구 효성동 192-1 (104호)
664,산곡점,인천시,부평구,인천시 부평구 산곡동 317-116
665,구월점,인천,남동구,인천 남동구 구월동 1248-44
666,진두점,인천시,옹진군,인천시 옹진군 영흥면 내리 8-200
667,부개점,인천시,부평구,인천시 부평구 부개동 140-22
668,케이준 삼산점,인천시,부평구,인천시 부평구 삼산동440-1삼산타운 1단지 B상가103호
669,부평점,인천시,부평구,인천시 부평구 부평동 904-16
670,주안2점,인천광역시,남구,인천광역시 남구 주안2동 550-23
671,동수역점,인천시,부평구,인천시 부평구 경인로 887
672,학익점,인천시,남구,인천시 남구 학익동665-3
673,연수점,인천,연수구,인천 연수구 연수동 497-7
674,옥련청학점,인천,연수구,인천 연수구 옥련동 367-7
675,수유화계점,서울시,강북구,서울시 강북구 노해로17길 51
676,광희점,서울특별시,중구,"서울특별시 중구 마른내로 163,1층(광희동1가)"
677,연희점,서울특별시,서대문구,서울특별시 서대문구 증가로 34(연희동)
678,정릉점,서울시,성북구,"서울시 성북구 보국문로 75,102"
679,서교점,서울시,마포구,서울시 마포구 성미산로17길 84
680,방학점,서울시,도봉구,서울시 도봉구 방학로 200-20
681,북가좌점,서울시,서대문구,서울시 서대문구 북가좌동 347-27
682,경희대점,서울특별시,동대문구,"서울특별시 동대문구 경희대로4길 79, 1층 105호 (이문동)"
683,후암점,서울시,용산구,서울시 용산구 동자동 19-33
684,염리점,서울시,마포구,서울시 마포구 숭문4길 5
685,도화점,서울시,마포구,서울시 마포구 도화1동 25-4
686,이태원점,서울특별시,용산구,서울특별시 용산구 회나무로 28
687,응봉점,서울시,성동구,서울시 성동구 응봉동 193-118 1층
688,역촌점,서울시,은평구,서울시 은평구 역촌동 34-1
689,우이점,서울시,강북구,서울시 강북구 우이동 72-65
690,번동점,서울특별시,강북구,서울특별시 강북구 번동 411-17
691,창동점,서울특별시,도봉구,서울특별시 도봉구 창동 804 대우APT 상가
692,쌍문점,서울시,도봉구,서울시 도봉구 시루봉로2길 66 1층 102호
693,녹천점,서울특별시,도봉구,서울특별시 도봉구 창동 38-1 주공17단지상가 101
694,월계미성점,서울시,노원구,서울시 노원구 월계동 17 미성상가 103
695,공릉점,서울특별시,노원구,서울특별시 노원구 공릉동 270-70
696,중곡점,서울시,광진구,서울시 광진구 중곡동 79-10
697,면목점,서울시,중랑구,서울시 중랑구 면목동 657-56
698,신내점,서울시,중랑구,서울시 중랑구 신내동 472-3 
699,공릉2점,서울특별시,노원구,서울특별시 노원구 공릉동 708 공릉 2단지 상가
700,중계점,서울시,노원구,서울시 노원구 중계동 503 중계그린상가 B-107 
701,수락산점,서울시,노원구,"서울시 노원구 상계동 1110-6 종합상가 103,110,111호"
702,칠금봉방점,충북,충주시,충북 충주시 연수동 1245
703,이류점,충북,충주시,충북 충주시 대소원면 대소원1길 21
704,용산점,충북,충주시,충북 충주시 용정2길 39-1(성남동)
705,연수점,충북,충주시,충북 충주시 금릉동 708-2
706,수안보점,충북,충주시,충북 충주시 수안보면 장터1길 19
707,금가점,충북,충주시,충북 충주시 금가면 강수로 335
708,오창호수공원점,충청북도,청주시,충청북도 청주시 청원구 오창읍 양청리 752-4 102호
709,음성점,충청북도,음성군,충청북도 음성군 음성읍 시장로 43 
710,괴산점,충청북도,괴산군,충청북도 괴산군 괴산읍 동부리 627-20
711,가경점,충북,청주시,충북 청주시 가경동1137번지
712,봉명점,충청북도,청주시,충청북도 청주시 흥덕구 봉명로149번길 6
713,강서점,충청북도,청주시,충청북도 청주시 흥덕구 서현중로 56 
714,감곡점,충청북도,음성군,충청북도 음성군 감곡면 장감로 189 
715,진천점,충청북도,진천군,충청북도 진천군 진천읍 문화2길 12
716,복대점,충청북도,청주시,충청북도 청주시 흥덕구 성봉로 267 
717,충북덕산점,충청북도,진천군,충청북도 진천군 덕산면 초금로 757-2
718,옥천점,충청북도,옥천군,충청북도 옥천군 옥천읍 금장로 113 
719,배방점,충청남도,아산시,충청남도 아산시 배방읍 배방로173번길 20-18
720,동문점,충청남도,서산시,충청남도 서산시 한마음2로 49 
721,석문점,충청남도,당진시,충청남도 당진시 석문면 해명4로3길 34
722,한진포구점,충청남도,당진시,충청남도 당진시 송악읍 한진포구길 27 
723,예산덕산점,충청남도,예산군,충청남도 예산군 덕산면 봉운로 21
724,대천동점,충청남도,보령시,충청남도 보령시 남대천로 73 
725,신평점,충청남도,당진시,충청남도 당진시 신평면 신평로 820
726,온천1동점,충청남도,아산시,충청남도 아산시 번영로 71
727,논산점,충청남도,논산시,충청남도 논산시 부창로100번길 13-19
728,서천점,충청남도,서천군,충청남도 서천군 서천읍 충절로29번길 18
729,방축점,충청남도,아산시,충청남도 아산시 온천대로 1333번길 15
730,음암점,충청남도,서산시,충청남도 서산시 음암면 상홍리 155-3 우리아파트상가 
731,당진1점,충청남도,당진시,충청남도 당진시 밤절로 103
732,안면점,충청남도,태안군,충청남도 태안군 안면읍 장터로 140-1 
733,금산점,충청남도,금산군,충청남도 금산군 금산읍 금산로 1465
734,부여점,충청남도,부여군,충청남도 부여군 부여읍 석탑로 3 
735,모종점,충청남도,아산시,충청남도 아산시 모종동 577-13 
736,천북점,충청남도,보령시,충청남도 보령시 천북면 하궁길 10
737,해미점,충청남도,서산시,충청남도 서산시 해미면 남문1로 47 
738,원북점,충청남도,태안군,충청남도 태안군 원북면 원이로 841-4 
739,두정역점,충청남도,천안시,충청남도 천안시 서북구 두정역서1길 4-12 다온빌리지 1층상가
740,장재점,충청남도,아산시,충청남도 아산시 배방읍 연화로 36 연화마을8단지 상가2동 104호 
741,성거점,충청남도,천안시,충청남도 천안시 서북구 성거읍 송남리 585
742,초원점,충청남도,아산시,충청남도 아산시 음봉면 음봉로681번길 24 초원아파트109-101호 
743,신방점,충청남도,천안시,충청남도 천안시 동남구 수곡2길 5 
744,청수점,충청남도,천안시,충청남도 천안시 동남구 풍세로 932 
745,입장점,충청남도,천안시,충청남도 천안시 서북구 입장면 입장로 121 초원상가6-103호 
746,쌍용봉명점,충청남도,천안시,충청남도 천안시 서북구 봉서5길 18 
747,백석점,충청남도,천안시,충청남도 천안시 서북구 백석4길 12
748,나사렛대점,충청남도,천안시,충청남도 천안시 서북구 월봉4로 140-16 월봉태영아파트상가 107호
749,성환점,충청남도,천안시,충청남도 천안시 서북구 성환읍 성환중앙로 47 
750,직산점,충청남도,천안시,충청남도 천안시 서북구 성거읍 봉주로 111 
751,차암공단점,충청남도,천안시,충청남도 천안시 서북구 직산읍 2공단5로 169 대림상가 105호 
752,두정1점,충청남도,천안시,충청남도 천안시 서북구 늘푸른5길 22 골드프라자 110호 
753,성정점,충청남도,천안시,충청남도 천안시 서북구 서부16길14
754,신부점,충청남도,천안시,충청남도 천안시 동남구 터미널2로 32 (신부동729번지)
755,조촌점,전북,군산시,전북 군산시 조촌로 68 (조촌동)
756,정읍수성점,전북,정읍시,전북 정읍시  중앙로95(수성동)
757,익산영등점,전북,익산시,전북 익산시 고봉로22길 31 (영등동)
758,수송점,전북,군산시,전북 군산시 월명로 305(수송동)
759,산북소룡점,전북,군산시,전북 군산시 칠성안1길 17(산북동 104호)
760,미룡점,전북,군산시,전북 군산시 미제1길 6(미룡동)
761,만경점,전북,김제시,전북 김제시 만경읍 만경로 804
762,나운지곡점,전북,군산시,전북 군산시 신평길 33-2(지곡동)
763,나운1점,전북,군산시,전북 군산시 상나운로 86(나운동)
764,김제점,전북,김제시,전북 김제시 동서로 133(요촌동)
765,김제신풍점,전북,김제시,전북 김제시 검산택지5길 21-7(검산동)
766,해남화원점,전남,해남군,전남 해남군 화원면 금평리 236-3
767,해남점,전남,해남군,전남 해남군 해남읍 해남로 4
768,한라삼호점,전남,영암군,전남 영암군 삼호읍 신항로 80(2층)
769,하당점,전남,목포시,전남 목포시 하당로30번길 12(상동)
770,퀸스빌점,전남,영암군,전남 영암군 삼호읍 삼호중앙로 129 (퀸스빌2차아파트 상가 101동 102호)
771,창평점,전남,담양군,전남 담양군 창평면 의병로 137
772,진도점,전남,진도군,전남 진도군 진도읍 남동리 쌍정2길 30
773,중동점,전남,광양시,전남 광양시 진등길 10(중동)
774,용해점,전남,목포시,전남 목포시 용당로 271-1(용해동)
775,압해도점,전남,신안군,전남 신안군 압해면 압해로 889
776,안좌도점,전남,신안군,"전남 신안군 안좌면 김환기길 1-2,1층"
777,신안인스빌점,전남,목포시,"전남 목포시 삼학로 363, 상가동 113호(용해동)"
778,순천대학점,전남,순천시,"전남 순천시 중앙로 270,1층(석현동)"
779,송지점,전남,해남군,전남 해남군 송지면 산정1길 92
780,서면용당점,전남,순천시,전남 순천시 서면 강청길 88(1층)
781,상동점,전남,목포시,전남 목포시 상리로1번길 16(상동)
782,산정점,전남,목포시,전남 목포시 고하대로 656(산정동)
783,법성점,전남,영광군,전남 영광군 법성면  연우로4(법성리)
784,미평점,전남,여수시,전남 여수시 미평로 52 1층(미평동)
785,문수점,전남,여수시,전남 여수시 문수로 72(문수동)
786,동정점,전남,여수시,전남 여수시 하멜로 18(고소동)
787,돌산점,전남,여수시,전남 여수시 돌산읍 강남8길 30(돌산1차청솔아파트 상가동 102호)
788,도초비금점,전남,신안군,전남 신안군 도초면 불섬길 85-12
789,덕양점,전남,여수시,전남 여수시 소라면 주삼덕양로 3
790,대불점,전남,영암군,전남 영암군 삼호읍 대불주거1로5길 17
791,남창점,전남,해남군,전남 해남군 북평면 볼무당길 5
792,남악점,전남,무안군,"전남 무안군 삼향읍 남악5로46번길 22, 111호(황금먹거리장터)"
793,국동점,전남,여수시,전남 여수시 국동 994-3
794,광영점,전남,광양시,전남 광양시 광영로 97(광영동)
795,광양점,전남,광양시,전남 광양시 광양읍 호북길22
796,곡성점,전남,곡성군,전남 곡성군 곡성읍 중앙로 141
797,강진점,전남,강진군,전남 강진군 강진읍 영랑로3길 10
798,매곡월드점,울산광역시,북구,"울산광역시 북구 매산로 35, 101호(매곡동, 매곡동월드프라자)"
799,천곡점,울산광역시,북구,"울산광역시 북구 관문길 6-1, 지상1층(천곡동)"
800,쌍용아진점,울산광역시,북구,"울산광역시 북구 신답로40, 102(상안동,지팝프라자)"
801,서동점,울산광역시,중구,울산광역시 중구 북부순환도로 879 (서동)
802,반구점,울산,중구,울산 중구 화합로 395(반구동)
803,태화점,울산,중구,울산 중구 신기2길 4(태화동)
804,다운점,울산광역시,중구,"울산광역시 중구 다운로 29, 1층(다운동)"
805,무거점,울산광역시,남구,"울산광역시 남구 신복로 13, 1층(무거동)"
806,옥동점,울산광역시,남구,울산광역시 남구 문수로 369번길 10-1(옥동)
807,명촌점,울산광역시,북구,"울산광역시 북구 명촌로 81, 1층(명촌동)"
808,양정점,울산광역시,북구,"울산광역시 북구 염포로 555(양정동,1층)"
809,남목점,울산,동구,울산 동구 미포2길 50(동부동)
810,전하1호점,울산광역시,동구,"울산광역시 동구 전하로 8, 1층(전하동"
811,일산점,울산광역시,동구,울산광역시 동구 방어진순환도로 709(일산동)
812,방어진점,울산광역시,동구,울산광역시 동구 동진2길 17(방어동)
813,삼산점,울산,남구,"울산 남구 화합로 178, 1층 (삼산동)"
814,달동점,울산,남구,울산 남구 삼산로 254번길 23
815,신정1호점,울산광역시,남구,울산광역시 남구 월평로 69(신정동)
816,야음점,울산,남구,울산 남구 야음동 459-52
817,야음변전소점,울산광역시,남구,울산광역시 남구 처용로 26번길 10(야음동)
818,덕하점,울산광역시,울주군,울산광역시 울주군 청량면 삼정로 769
819,덕신점,울산광역시,울주군,"울산광역시 울주군 온산읍 신온8길 18, 1층 102호"
820,나사리점,울산광역시,울주군,울산광역시 울주군 서생면 나사해안길 61-1
821,훼미리점,울산,울주군,울산 울주군 상북면 궁근정리 846-14 진우훼미리상가 102
822,언양점,울산,울주군,울산 울주군 언양읍 남문길 14
823,연동점,세종특별자치시,연동면,세종특별자치시 연동면 청연로 655
824,전동점,세종특별자치시,전동면,세종특별자치시 전동면 운주산로 346
825,남산점,부산,금정구,부산 금정구 남산동 27-50
826,부산외대점,부산광역시,금정구,부산광역시 금정구 남산로 2-1(남산동)
827,길천점,부산,기장군,부산 기장군 장안읍 길천리 224-5
828,좌천점,부산,기장군,부산 기장군 장안읍 좌천리 202-6
829,일광점,부산광역시,기장군,부산광역시 기장군 일광면 삼성리 33-1
830,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 차성로 288번길 66
831,서동점,부산,금정구,부산 금정구 서동 205-13
832,명장점,부산광역시,동래구,"부산광역시 동래구 반송로 339번길 8, 1동 101호(명장동,협진태양아파트상가)"
833,강동점,부산,강서구,부산 강서구 강동동 112-4
834,공항점,부산광역시,강서구,"부산광역시 강서구 공항진입로 42번길 20, 2층(대저2동 해성스포렉스)"
835,스마트W개금점,부산광역시,부산진구,"부산광역시 부산진구 가야대로 411, 1층 105호(개금동,개금역스마트더블유)"
836,개금엘지점,부산광역시,부산진구,"부산광역시 부산진구 백양대로 309(개금동,(1층))"
837,개금주공점,부산광역시,부산진구,"부산광역시 부산진구 백양대로 136번길 37-9,1층(당감동,당평교회)"
838,금곡점,부산광역시,북구,"부산광역시 북구 금곡대로 470번길 35,105(금곡동,유림상가)"
839,화명점,부산,북구,부산 북구 화명1동 1130-9
840,구포1호점,부산광역시,북구,부산광역시 북구 구포시장길 44(구포동)
841,구포3호점,부산광역시,북구,부산광역시 북구 시랑로 72-1(구포동)
842,덕천점,부산,북구,부산 북구 덕천동 의성로 115번길 3
843,만덕점,부산,북구,부산 북구 만덕2로 32(만덕동)
844,온천장점,부산광역시,동래구,부산광역시 동래구 금강로 90(온천동)
845,장전점,부산광역시,금정구,부산광역시 금정구 금정로 149번길 8(장전동)
846,미남점,부산광역시,동래구,"부산광역시 동래구 여고북로 109 (온천동,1층)"
847,사직1호점,부산광역시,동래구,"부산광역시 동래구 사직북로57번 가길 6, 1층(사직동)"
848,사직운동장점,부산광역시,동래구,"부산광역시 동래구 여고로 7, 1층(사직동)"
849,거제점,부산,연제구,부산 연제구 아시아드대로 46번길 7(거제동)
850,연산1호점,부산광역시,연제구,부산광역시 연제구 쌍미천로 126(연산동)
851,망미배산점,부산,연제구,부산 연제구 망미1동 831-26번지
852,전포점,부산,부산진구,"부산 부산진구 전포동 전포대로294,2-101(전포동한신상가)"
853,문현2호점,부산광역시,남구,부산광역시 남구 전포대로 77번길 9-2(문현동)
854,문현점,부산,남구,부산 남구 문현동 351-6
855,감만점,부산,남구,부산 남구 감만동 146-1
856,대연점,부산광역시,남구,부산광역시 남구 석포로 79(대연동)
857,용호시장점,부산광역시,남구,"부산광역시 남구 용호로 190, 1층(용호동)"
858,용호점,부산광역시,남구,부산광역시 남구 동명로 121(용호동)
859,대연1호점,부산,남구,부산 남구 대연동 290-11
860,남천점,부산광역시,수영구,"부산광역시 수영구 남천동로 7, 1층(남천동,장우빌딩)"
861,광안점,부산,수영구,부산 수영구 광안동  537-2 
862,송정점,부산,해운대구,부산 해운대구 송정동 200-19
863,신도시2호점,부산,해운대구,부산 해운대구 좌동 1288 대동타운분산상가 203
864,수영점,부산광역시,수영구,부산광역시 수영구 수영로 725번길 14(수영동)
865,망미점,부산광역시,수영구,부산광역시 수영구 망미번영로 79 (망미동)
866,반여2동점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 61번길 98-1, 1층 (반여동)"
867,반여점,부산광역시,해운대구,부산광역시 해운대구 반여로 167번길 70(반여동)
868,안락점,부산광역시,동래구,부산광역시 동래구 충렬대로 428번길 50(안락동)
869,학장점,부산,사상구,부산 사상구 학장동 574-111 삼성아파트상가 1-102
870,하단1호점,부산광역시,사하구,"부산광역시 사하구 하신번영로 360(하단동, 1층 우측)"
871,장림점,부산,사하구,부산 사하구 장림동 604-209
872,다대자유점,부산광역시,사하구,"부산광역시 사하구 다대로 617, 상가동 102호(다대동, 자유아파트)"
873,다대점,부산광역시,사하구,부산광역시 사하구 다대로 397(다대동)
874,신평점,부산,사하구,부산 사하구 신평1동 33-168  24/1
875,당리점,부산,사하구,부산 사하구 당리동 324-27
876,괴정1호점,부산,사하구,부산 사하구 까치고개로 10(괴정동)
877,동해점,부산,서구,부산 서구 남부민동 33-6 흥아맨션 307호 
878,감천점,부산광역시,사하구,"부산광역시 사하구 감천로 111, 1층(감천동)"
879,동삼점,부산광역시,영도구,부산광역시 영도구 동삼로 77(동삼동)
880,청학점,부산광역시,영도구,"부산광역시 영도구 청학로 32, 4층 2호(청학동)"
881,동구청점,부산광역시,동구,부산광역시 동구 수정로 18(수정동)
882,범천2호점,부산광역시,부산진구,"부산광역시 부산진구 가야대로 702, 101동 103호(범천동, 서면 e-편한세상상가)"
883,주례점,부산,사상구,부산 사상구 가야대로 306번길 69(주례동)
884,가야점,부산,부산진구,부산 부산진구 가야대로 589번길 3(가야동)
885,당감1호점,부산광역시,부산진구,부산광역시 부산진구 백양순환로 105(부암동)
886,부암점,부산광역시,부산진구,"부산광역시 부산진구 시민공원로 19번길 38-6(부암동,1층)"
887,하마정점,부산광역시,부산진구,"부산광역시 부산진구 범양로 113, 1층(양정동)"
888,한남대점,대전,대덕구,대전 대덕구 한남로 28 
889,어은점,대전,유성구,대전 유성구 어은로48번길 9-5 
890,신탄로하스점,대전,대덕구,대전 대덕구 대덕대로 1583 
891,도안목원대점,대전,유성구,대전 유성구 원신흥남로 58
892,비래가양점,대전,대덕구,대전 대덕구 우암로 412
893,부사점,대전,중구,대전 중구 대종로316번길 2
894,둔산녹원점,대전,서구,대전 서구 계룡로491번길 28
895,둔산타임월드점,대전,서구,대전 서구 갈마역로 10
896,전민점,대전,유성구,대전 유성구 전민로38번길 33
897,도마점,대전,서구,대전 서구 도솔로 137
898,월평3점,대전,서구,대전 서구 월평중로 50
899,성남점,대전,동구,대전 동구 성남로 28
900,둔산1점,대전,서구,대전 서구 둔산북로 175
901,중리점,대전,대덕구,대전 대덕구 중리남로 48
902,송촌2점,대전,대덕구,대전 대덕구 동춘당로54번길 40-6
903,갈마점,대전,서구,대전 서구 갈마중로7번길 29
904,신인점,대전,동구,대전 동구 계족로 87
905,신탄1점,대전,대덕구,대전 대덕구 덕암로 222
906,용운점,대전,동구,대전 동구 용운로147번길 123
907,보문점,대전,중구,대전 중구 충무로 73
908,관저1점,대전,서구,대전 서구 도안남로 148
909,한밭점,대전,중구,대전 중구 보문산로 31
910,태평점,대전,중구,대전 중구 수침로55번길 7
911,용두점,대전광역시,중구,대전광역시 중구 중앙로 13번길 63
912,목동점,대전광역시,중구,대전광역시 중구 목중로19번길 7
913,송촌1점,대전광역시,대덕구,대전광역시 대덕구 계족로690번길 21 선비마을1단지상가 104
914,장대점,대전,유성구,대전 유성구 문화원로 13
915,월평1점,대전광역시,서구,대전광역시 서구 월평새뜸로8번길 50
916,괴정점,대전광역시,서구,대전광역시 서구 도산로369번길 91
917,산호점,대전광역시광역시,서구,대전광역시광역시 서구 계룡로571번길 65 상가 103호
918,둔산삼천점,대전광역시광역시,서구,대전광역시광역시 서구 둔산북로 215
919,하남점,광주광역시,광산구,광주광역시 광산구 월곡반월로 28(월곡동 1동)
920,주월점,광주,남구,광주 남구 서문대로 749번길 15-1(주월동)
921,운암동림점,광주,북구,광주 북구 운암1동 930-8
922,양산첨단2점,광주광역시,북구,광주광역시 북구 임방울대로1041번길 24(용두동 1층)
923,송하풍암점,광주,남구,광주 남구 송하동 258-7
924,송정점,광주광역시,광산구,"광주광역시 광산구 송도로 319, 1층(송정동)"
925,문흥1점,광주,북구,광주 북구 대천로 139번길 8-7(문흥동)
926,두암타운점,광주,동구,광주 동구 산수동 밤실로 147 (두암타운상가 105호)
927,모동점,경북,상주시,경북 상주시 모동면 용호1길 25
928,영주1호점,경북,영주시,경북 영주시 대학로 261번길 36(가흥동)
929,안계점,경북,의성군,경북 의성군 안계면 안계길 118
930,신안점,경북,안동시,경북 안동시 안막동 69-9
931,의성역점,경북,의성군,경북 의성군 의성읍 문소3길 89
932,성동점,경북,상주시,경북 상주시 성동 193 - 3 번지
933,낙양점,경북,상주시,경북 상주시 낙양동 199-1
934,휴천점,경북,영주시,경북 영주시 영주로 330번길 56(휴천동)
935,진보점,경북,청송군,경북 청송군 진보면 진안79-2
936,점촌점,경북,문경시,경북 문경시 모전동 52-9
937,예천점,경북,예천군,경북 예천군 예천읍 효자로 65
938,법원점,경상북도,포항시,경상북도 포항시 북구 법원로 154 (양덕동)
939,평해점,경북,울진군,경북 울진군 평해읍 평해리 58 2층
940,황성점,경북,경주시,경북 경주시 용담로 116번길  61-5    103동  101호 신흥2차
941,시래점,경북,경주시,경북 경주시 구매3길 28(시래동)
942,안강점,경북,경주시,경북 경주시 안강읍 양월5리1199-14
943,보문점,경북,경주시,경북 경주시 신평동 150-9
