,store,sido,gungu,store_address
944,황오점,경북,경주시,경북 경주시 황오동 원효로 174
945,영덕점,경북,영덕군,경북 영덕군 영덕읍 남석1리  148
946,영천점,경북,영천시,경북 영천시 야사동 283-38
947,오천점,경북,포항시,경북 포항시 남구오천읍용덕리322-15
948,연일점,경상북도,포항시,경상북도 포항시 남구 연일읍 철강로25번길 52
949,동해점,경북,포항시,경북 포항시 남구동해면 약전1리291-1
950,효자점,경북,포항시,경북 포항시 남구 효자동 308-16
951,흥해점,경북,포항시,경북 포항시 북구 흥해읍 흥해로 21
952,환호점,경북,포항시,경북 포항시 북구환호동512-7
953,기계점,경북,포항시,경북 포항시 북구 기계면 현내리 404-5
954,감포점,경북,경주시,경북 경주시 감포읍 감포리 50-2
955,달전점,경북,포항시,경북 포항시 북구 흥해읍 달전로 365
956,북면점,경북,울진군,경북 울진군 북면 덕구온천로 28
957,충효점,경북,경주시,경북 경주시 충효녹지길 128-9(충효동)
958,아화점,경북,경주시,경북 경주시 서면 내서로 406
959,신암점,대구광역시,동구,대구광역시 동구 신암4동612-53
960,성주점,경북,성주군,경북 성주군 성주읍 성산리 2098-2번지
961,진량점,경북,경산시,경북 경산시 진량읍 신상리 205-1
962,두산들안점,대구광역시,수성구,대구광역시 수성구 들안로20길 41
963,효신점,대구광역시,동구신천4동436-7,대구광역시 동구신천4동436-7
964,범어점,대구광역시,수성구,대구광역시 수성구 범어4동114-1
965,진천사랑점,대구광역시,달서구,대구광역시 달서구 월배로 32-1 진천우체국
966,화원점,대구광역시,달성군,대구광역시 달성군 화원읍 화원로 1길 12
967,상인점,대구광역시,달서구,대구광역시 달서구 상인동 1474-1 보성산호상가 102호
968,대명1호점,대구광역시,남구,"대구광역시 남구 안골길 15,1층"
969,논공점,대구광역시,달성군,대구광역시 달성군 논공읍 북리 803-142
970,현풍점,대구광역시,달성군,대구광역시 달성군 현풍면 중리295-1
971,매곡점,대구광역시,달성군,대구광역시 달성군 다사읍 매곡리 1549-1
972,감삼점,대구광역시,달서구,대구광역시 달서구 감삼동205-12
973,중평점,대구광역시,서구,대구광역시 서구 국채보상로34길12.129-119
974,신천점,대구광역시,동구,대구광역시 동구 신천동633 동신우방상가108-108
975,방촌점,대구광역시,동구,대구광역시 동구 방촌동902-7 현대상가
976,시지1호점,대구광역시,수성구,대구광역시 수성구 노변공원로1길 6-5(시지동)
977,두류내당점,대구광역시,달서구,"대구광역시 달서구 야외음악당로 163, 1충(두류동)"
978,대명계대점,대구광역시,남구,대구광역시 남구 대명3동2262-47번지
979,명곡점,대구광역시,달성군,대구광역시 달성군 화원읍 상암로71201호2층
980,죽곡점,대구광역시,달성군,대구광역시 달성군 다사읍 대실역남로 4길 30-26
981,동명점,경북,칠곡군,경북 칠곡군 동명면 금암중앙길 42
982,삼청공단점,경북,칠곡군,경북 칠곡군 왜관읍 삼청리410-32
983,왜관점,경북,칠곡군,경북 칠곡군 왜관읍왜관리774
984,석적중리점,경북,칠곡군,경북 칠곡군 석적읍 중리201-10
985,용산점,대구광역시,달서구,"대구광역시 달서구 와룡로49길 103,1층"
986,서재점,대구광역시,달성군,대구광역시 달성군 다사읍 서재리 서재로 108
987,성서1호점,대구광역시,달서구,대구광역시 달서구 이곡동 752-19
988,고아점,경북,구미시,경북 구미시 고아읍 오로리 460-1에덴상가 203호
989,옥계점,경북,구미시,경북 구미시 구포동671-2
990,산동점,경북,구미시,경북 구미시 산동면 강동로 1028-6
991,진평점,경북,구미시,경북 구미시 진평동458
992,구미1호점,경북,구미시,경북 구미시 신평1동150-17
993,상모점,경북,구미시,경북 구미시 상사서로 92(상모동.마동1층)
994,원평점,경북,구미시,경북 구미시 남통동14-44
995,도량점,경북,구미시,경북 구미시 도량동245-2
996,원호점,경북,구미시,경북 구미시 고아읍 원호리 449번지
997,대곡점,경북,김천시,경북 김천시 부곡동 990-1
998,직지점,경북,김천시,경북 김천시 대항면복전리548-32
999,신음점,경북,김천시,경북 김천시 신음동1302-5
1000,인의황상점,경북,구미시,경북 구미시 여헌로14길 10
1001,덕곡율곡점,경북,김천시,"경북 김천시 아포대로 22, 외2필지(덕곡동)"
1002,아포점,경북,김천시,경북 김천시 아포읍 국사리 1047번지102호
1003,지좌점,경북,김천시,경북 김천시 황산2길 36 (지좌동)
1004,팔달점,대구광역시,서구,대구광역시 서구 서대구로68길 58(비산동)
1005,칠곡2지구점,대구광역시,북구,대구광역시 북구 구암동 684-5
1006,태전점,대구광역시,북구,"대구광역시 북구 칠곡중앙대로53길32,상가동107호"
1007,회원1동점,경남,창원시,경남 창원시 마산회원구 회원동 29-15
1008,합천점,경남,합천군,"경남 합천군 합천읍 옥산로 57-1, 1층"
1009,합성점,창원시,마산회원구,창원시 마산회원구 합성동 322-42
1010,하동점,경남,하동군,경남 하동군 하동읍 중앙2길 10-4
1011,팔용점,창원시,의창구,창원시 의창구 팔용동 194-7 1층
1012,태룡점,밀양시,단장면,밀양시 단장면 태룡리 407-5
1013,칠원점,경남,함안군,경남 함안군 칠원읍 구성길 3
1014,진성점,경남,진주시,"경남 진주시 진성면 동부로 1348, 2층"
1015,지산점,창원시,마산합포구,창원시 마산합포구 진북면 지산리 250-16
1016,지곡점,경남,함양군,경남 함양군 지곡면 병곡지곡로 963-1
1017,주공점,경남,거제시,"경남 거제시 성산로 20, 1층(옥포동, 무지개타운상가)"
1018,제일점,경상남도,밀양시,경상남도 밀양시 밀양대로 1781-1(삼문동)
1019,장평점,경남,거제시,경남 거제시 장평동 626-8
1020,자은점,창원시,진해구,창원시 진해구 자은동 975-12 1층 102호
1021,자산점,창원시,마산합포구,창원시 마산합포구 자산동 189-3
1022,일반성점,경남,진주시,경남 진주시 일반성면 창촌리 47-1
1023,위천점,경남,거창군,경남 거창군 위천면 장기리 418-18
1024,웅천점,창원시,진해구,창원시 진해구 북부동 560-4 대풍연립 101
1025,웅양점,경남,거창군,경남 거창군 웅양면 웅양로 1428
1026,용현점,경상남도,사천시,경상남도 사천시 용현면 진삼로 626
1027,용원점,경남,창원시,경남 창원시 진해구 안골로298번길 26 푸르지오 상가 1동 104호
1028,옥포점,경남,거제시,경남 거제시 옥포동 546-18
1029,옥수점,경남,거제시,경남 거제시 능포동 717-2
1030,안의점,경남,함양군,경남 함양군 안의면 금천리 160-5
1031,신월점,경상남도,창원시,"경상남도 창원시 의창구 창이대로570번길 13-3, 1층 107호(신월동)"
1032,신반점,경남,의령군,경남 의령군 부림면 신반리 168-9
1033,수월점,경상남도,거제시,"경상남도 거제시 수양로 494, 1층 101(일부)호(양정동)"
1034,수산점,경상남도,밀양시,경상남도 밀양시 하남읍 시서상가길 11
1035,수동점,경남,함양군,경남 함양군 수동면 화산리 1201-6
1036,서상점,경남,함양군,경남 함양군 서상면 서상로 263
1037,상봉점,경남,진주시,경남 진주시 북장대로 81번길 11(상봉동)
1038,삼랑진점,경남,밀양시,경남 밀양시 삼랑진읍 만어로 8-4 1층
1039,삼계점,창원시,마산회원구,창원시 마산회원구 내서읍 삼계리 637번지
1040,삼가점,경남,합천군,경남 합천군 삼가면 삼가중앙길 21-18
1041,산호점,경상남도,창원시,경상남도 창원시 마산합포구 산호남로 6(산호동)
1042,산청점,경상남도,산청군,경상남도 산청군 산청읍 친환경로 2668
1043,사파점,경상남도,창원시,"경상남도 창원시 성산구 창이대로663번길 5, 102-1호(사파동,미남빌딩)"
1044,사곡점,경상남도,거제시,"경상남도 거제시 사등면 두동로 30, 지하1층 206호(경남아너스빌상가)"
1045,봉평점,경상남도,통영시,"경상남도 통영시 데메4길 45, 1호(도남동,세인상가)"
1046,반림점,창원시,성산구,창원시 성산구 중앙동 74-6 1층 B호
1047,동천점,경남,남해군,경남 남해군 삼동면 동부대로 1235
1048,동마산점,창원시,마산회원구,창원시 마산회원구 구암남3길 13(구암동)
1049,대산점,경상남도,함안군,경상남도 함안군 대산면 대산중앙로 214
1050,대방점,창원시,성산구,"창원시 성산구 대정로 131 213(대방동,대방덕산타운상가 213호)"
1051,남해점,경남,남해군,경남 남해군 남해읍 화전로78번길 17
1052,남면점,경남,남해군,경남 남해군 남면 남서대로 777
1053,남.이동점,경남,남해군,경남 남해군 이동면 무림로 81-1
1054,군북점,경남,함안군,경남 함안군 군북면 중암리 60-1
1055,구조라점,경남,거제시,경남 거제시 일운면 구조라리 375
1056,구암점,경상남도,창원시,경상남도 창원시 마산회원구 구암북2길 6(구암동)
1057,공단점,경남,진주시,경남 진주시 상평동 227 동국1차(아)상가 102
1058,고현점,경상남도,거제시,경상남도 거제시 거제중앙로27길 15(고현동)
1059,거창점,경남,거창군,경남 거창군 거창읍 상림리 42-10
1060,가야점,경남,함안군,경남 함안군 가야읍 도항리 95-1 1층
1061,소주동점,경상남도,양산시,경상남도 양산시 대평들2길 17(주남동)
1062,양산명동점,경상남도,양산시,경상남도 양산시 신명동 7길 56(명동)
1063,평산점,경상남도,양산시,"경상남도 양산시 신명로 82, 107동 103호(평산동, 동일스위트1차)"
1064,덕계점,경상남도,양산시,경상남도 양산시 덕계2길 20(덕계동)
1065,무계점,경상남도,김해시,"경상남도 김해시 장유로 301번길 3, 207호(무계동,청학프라자)"
1066,율하점,경상남도,김해시,"경상남도 김해시 율하2로 123, 113동 106호(율하동,율현마을동원로얄듀크아파트1차상가)"
1067,갑오점,경남,김해시,경남 김해시 장유면 대청리 332-4 대청프라자 A-218
1068,주촌점,경남,김해시,경남 김해시 주촌면 서부로 1499번길 21
1069,진례1호점,경상남도,김해시,경상남도 김해시 진례면 고모로 214
1070,빙그레점,경남,김해시,경남 김해시 한림면 김해대로 914(가동)
1071,진영신도시점,경남,김해시,경남 김해시 진영읍 김해대로 365번길 18 105
1072,김해명동점,경상남도,김해시,경상남도 김해시 한림면 명동로 7
1073,생림점,경상남도,김해시,경상남도 김해시 생림면 생림대로 960
1074,삼계점,경남,김해시,경남 김해시 가야로30번길 17(삼계동)
1075,외동점,경남,김해시,경남 김해시 외동 1246-3
1076,부원점,경남,김해시,경남 김해시 가락로23번길7
1077,어방점,경상남도,김해시,"경상남도 김해시 활천로 214번길5,101호(어방동,송대아트빌라)"
1078,삼방시장점,경상남도,김해시,경상남도 김해시 삼안로 237(삼방동)
1079,내원점,경남,양산시,경남 양산시 하북면 용연리 510-4
1080,석계점,경상남도,양산시,경상남도 양산시 상북면 상북중앙로 349
1081,어곡점,경남,양산시,경남 양산시 어곡동 9-3 외 4 필지 로얄파크빌상가 B09호
1082,양산1호점,경남,양산시,경남 양산시 북부동 428-8
1083,범어점,경남,양산시,경남 양산시 물금읍 동중1길 28
1084,화도점,경기도,남양주시,경기도 남양주시 화도읍 비룡로 331
1085,마석점,경기도,남양주시,경기도 남양주시 화도읍 마석로17번 안길 1-4
1086,창현점,경기도,남양주시,"경기도 남양주시 화도읍 경춘로창벌2길 12, 1층"
1087,평내점,경기,남양주시,경기 남양주시 평내동 142
1088,평내2호점,경기도,남양주시,경기도 남양주시 경춘로 1286 안길 3-5
1089,도농점,경기도,남양주시,"경기도 남양주시 경춘로 386, 1층(도농동)"
1090,별내점,경기도,남양주시,경기도 남양주시 별내동 1023번지 104호
1091,퇴계원점,경기도,남양주시,경기도 남양주시 퇴계원면 퇴계원로 78번길 1
1092,사능점,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 86번길 30
1093,오남점,경기도,남양주시,"경기도 남양주시 오남읍 진건오남로512번길 23, 110호~111호"
1094,내각점,경기도,남양주시,경기도 남양주시 진접읍 내각2로 33
1095,진접택지점,경기도,남양주시,경기도 남양주시 진접읍 해밀예당로23로 121
1096,장현산호점,경기도,남양주시,경기도 남양주시 진접읍 금강로 1530-16(산호아파트상가 106호)
1097,광릉점,경기도,남양주시,경기도 남양주시 진접읍 부평로 42(진접센트레빌시티)
1098,광적점,경기도,양주시,경기도 양주시 광적면 가래비길 67
1099,은현점,경기도,양주시,경기도 양주시 은현면 선암리 335-1
1100,문산점,경기도,파주시,"경기도 파주시 문산읍 우계로 472, 1동 104호(두산위브상가)"
1101,봉일천점,경기도,파주시,경기도 파주시 조리읍 봉천로 18
1102,교하점,경기도,파주시,"경기도 파주시 청석로 334, 102호(다율동, 청석마을동문굿모닝힐상가)"
1103,가좌대화점,경기도,고양시,경기도 고양시 일산서구 가좌1로 73
1104,SBS점,경기도,고양시,"경기도 고양시 일산서구 일현로128, 103호"
1105,구일산점,경기도,고양시,경기도 고양시 일산서구 고양대로 706-25
1106,정발산점,경기도,일산동구,경기도 일산동구 산두로 213번길
1107,풍동점,경기도,고양시,경기도 고양시 일산동구 숲속마을1로 48번길 42 103호
1108,백석점,경기,고양시,경기 고양시 일산동구 강촌로 144
1109,원당점,경기도,고양시,경기도 고양시 덕양구 마상로154번길 2(성사동)
1110,고양점,경기도,고양시,경기도 고양시 덕양구 혜음로 8 삼라마이다스프라자 112호
1111,사리현점,경기도,고양시,경기도 고양시 일산동구 공릉천로 32
1112,화정부영점,경기도,고양시,경기도 고양시 덕양구 화중로 220 달빛마을 
1113,별빛점,경기도,고양시,경기도 고양시 덕양구 화정동 화신로 2811
1114,화정주공점,경기도,고양시,"경기도 고양시 덕양구 백양로 6, 17단지 상가 101호"
1115,가라뫼점,경기도,고양시,경기도 고양시 덕양구 행신로 311번길 16
1116,원흥점,경기도,고양시,"경기도 고양시 덕양구 서삼릉1길 70, 1층일부(원흥동)"
1117,삼송리점,경기도,고양시,경기도 고양시 삼송로 185번길 4
1118,구리점,경기도,구리시,경기도 구리시 원수택로 47-1
1119,청학점,경기도,남양주시,경기도 남양주시 별내면 청학로68번길 23-1 상가 101호
1120,민락2호점,경기도,의정부시,경기도 의정부시 오목로225번길 79-16 1층(민락동)
1121,민락점,경기도,의정부시,경기도 의정부시 효자로 10-0 송산중앙 112호
1122,금오점,경기도,의정부시,경기도 의정부시 추동로94
1123,의정부5호점,경기도,의정부시,경기도 의정부시 경의로 86(의정부동)
1124,용문점,경기도,양평군,경기도 양평군 용문면 중앙1길 21
1125,양수리점,경기도,양평군,경기도 양평군 양서면 목왕로 19-1 1층
1126,청평점,경기도,가평군,경기도 가평군 청평면 청평중앙로 64
1127,가평점,경기도,가평군,"경기도 가평군 가평읍 가화로 133, 1층"
1128,현리점,경기도,가평군,경기도 가평군 하면 청군로 1185
1129,호원점,경기도,의정부시,경기도 의정부시 호원동 454-14
1130,장암점,경기도,의정부시,"경기도 의정부시 동일로 466번길 70, 1층 106호(신곡동)"
1131,신곡점,경기도,의정부시,경기도 의정부시 장금로78번길 49(신곡동)
1132,송우리점,경기도,포천시,경기도 포천시 소흘읍 태봉로 166번길 5
1133,가산점,경기도,포천시,경기도 포천시 가산면 가산로 370
1134,포천점,경기도,포천시,경기도 포천시 호병로 55
1135,관인점,경기도,포천시,경기도 포천시 관인면 관인로 21
1136,전곡점,경기도,연천군,경기도 연천군 전곡읍 전곡로 216
1137,상패점,경기도,동두천시,경기도 동두천시 상패로 186
1138,동두천1호점,경기도,동두천시,경기도 동두천시 지행로107번길 29(지행동)
1139,동두천2호점,경기도,동두천시,"경기도 동두천시 동두천로63, 1층 102호(송내동, 상가동)"
1140,덕정점,경기도,양주시,경기도 양주시 덕정길 50 가-1 4필지
1141,삼숭점,경기도,양주시,경기도 양주시 삼숭로38번길 102
1142,월곶군하점,경기도,김포시,경기도 김포시 월곶면 군하리 170번지
1143,대곶점,경기도,김포시,경기도 김포시 대곶면 송마리 3-18
1144,대능점,경기도,김포시,경기도 김포시 대곶면 대능리 150-1
1145,구래점,김포시,김포,김포시 김포 한강9로 12번길 8-6 (구래동 6896-14)
1146,김포장기점,경기도,김포시,경기도 김포시 장기동 1407
1147,사우북변점,경기도,김포시,경기도 김포시 사우동 225-3 103호
1148,풍무점,경기도,김포시,경기도 김포시 풍무동 629 1층 103호
1149,평택태평점,경기도,평택시,경기도 평택시 고덕면 궁리 75
1150,평택세교점,경기도,평택시,경기도 평택시 세교2로 45 상가 109
1151,장안점,경기도,평택시,경기도 평택시 추담로 58-78
1152,현대점,경기도,평택시,경기도 평택시 이충동 381 현대상가 103호
1153,지산서정점,경기도,평택시,경기도 평택시 서정동 799-2
1154,고현점,경기도,오산시,경기도 오산시 고현동 17
1155,누읍점,경기도,오산시,경기도 오산시 누읍로 20
1156,궐동점,경기도,오산시,경기도 오산시 궐동 673-1 1층 (616-6)
1157,오산세교점,경기도,오산시,경기도 오산시 수청동589-2
1158,오산은계점,경기도,오산시,경기도 오산시 은계동 33-3
1159,금호점,경기도,수원시,경기도 수원시 권선구 금호로 28
1160,서수원점,경기도,수원시,경기도 수원시 권선구 구운동 525-4
1161,송죽조원점,경기도,수원시,경기도 수원시 장안구 송죽동 500
1162,화서점,경기도,수원시,경기도 수원시 팔달구 화서동 184-348
1163,권선점,경기도,수원시,경기도 수원시 권선동 1028-6번지
1164,곡반정점,경기도,수원시,경기도 수원시 권선구 곡반정동 569-16
1165,매탄점,경기도,수원시,경기도 수원시 영통구 매탄동 196-79
1166,광교점,경기도,수원시,경기도 수원시 영통구 법조로 149번길 190
1167,흥덕점,경기도,수원시,경기도 수원시 영통구 삼성로 320번길 35 101-102
1168,오목천점,경기도,수원시,경기도 수원시 권선구 매송고색로 526
1169,기안점,경기도,화성시,경기도 화성시 기안동 355-16
1170,봉담점,경기도,화성시,경기도 화성시 봉담읍 상리15-10
1171,동탄2점,경기도,화성시,경기도 화성시 지산1길 22-1 103호(영천동)
1172,동탄1호점,경기도,화성시,경기도 화성시 동탄 반송3길 50-7. 1층(반송동)
1173,병점점,경기도,화성시,경기도 화성시 병점로 37-6
1174,반도체점,경기도,화성,경기도 화성 태안 반월 360-8
1175,신영통점,경기도,용인시,경기도 용인시 기흥구 서천서로12번길 4-11
1176,남양점,경기도,화성시,경기도 화성시 남양동 547
1177,팔탄점,경기도,화성시,경기도 화성시 팔탄면 서촌길 16
1178,서근리점,경기도,화성시,"경기도 화성시 팔탄면 버들로 1374(서근리), 1층"
1179,안중점,경기도,평택시,경기도 평택시 안중읍 안중로18번길 2-19
1180,향남점,경기도,화성시,"경기도 화성시 향남읍 행정동로 86, 103호"
1181,발안점,경기도,화성시,경기도 화성시 향냠읍 평리 101-9
1182,왕림점,경기도,화성시,경기도 화성시 봉담읍 왕림 405-1
1183,성남태평점,경기도,성남시,경기도 성남시 수정구 태평동 2359
1184,금광점,경기도,성남시,경기도 성남시 중원구 금광동 4314 104호
1185,상대원점,경기도,성남시,경기도 성남시 중원구 상대원동 1132
1186,수지상현점,경기도,용인시,경기도 용인시 상현동 859 롯데아파트상가 116호
1187,성남점,경기도,성남시,경기도 성남시 수정구 성남대로 1180번길 5-1(수진동)
1188,야탑점,경기도,성남시,경기도 성남시 분당구 야탑로 153번길 9- 103호(야탑동)
1189,동판교점,경기도,성남시,경기도 성남시 분당구 동판교로 52번길 9-3(백현동)
1190,서현분당점,경기도,성남시,"경기도 성남시 분당구 분당로 212, 상가동 102호(분당동, 샛별마을)"
1191,케이준 분당정자점,경기도,성남시,경기도 성남시 분당구 내정로 119번길 36(정자동1층)
1192,구미금곡점,경기도,성남시,경기도 성남시 분당구 미금일로 81
1193,휘닉스파크점,강원도,평창군,"강원도 평창군 봉평면 태기로 30, A동 2층 101호(아벨라상가)"
1194,횡계점,강원도,평창군,강원도 평창군 대관령면 횡계리 321-12
1195,화촌점,강원도,홍천군,강원도 홍천군 화촌면 성산로134번길 15
1196,화천점,강원도,화천군,강원도 화천군 화천읍 중앙로 26-2
1197,홍천점,강원도,홍천군,강원도 홍천군 홍천읍 꽃뫼로 137
1198,호산점,강원도,삼척시,강원도 삼척시 원덕읍 호산2길 67-1
1199,현리점,강원도,인제군,강원도 인제군 기린면 덕다리길 8
1200,학성점,강원도,원주시,"강원도 원주시 학성길 46, 상가동 1층 103호(학성동, 삼천리아파트)"
1201,퇴계점,강원도,춘천시,강원도 춘천시 행촌로32번길 16(퇴계동)
1202,태장소초점,강원도,원주시,강원도 원주시 소초면 치악로 2355
1203,태장1점,강원도,원주시,강원도 원주시 현충로 148(태장동)
1204,태백점,강원도,태백시,"강원도 태백시 황지로 44. 107호(황지동, 우남연립)"
1205,천도리점,강원도,인제군,강원도 인제군 서화면 천도로 133-1
1206,천곡점,강원도,동해시,강원도 동해시 감추로 16(천곡동)
1207,중동점,강원도,영월군,강원도 영월군 중동면 태백산로 1199
1208,주천점,강원도,영월군,강원도 영월군 주천면 주천면 주천로84번길 1
1209,조양점,강원도,속초시,"강원도 속초시 새마을길 5, 1층(조양동)"
1210,정선점,강원도,정선군,강원도 정선군 정선읍 비봉로 58-1
1211,정선남면점,강원도,정선군,강원도 정선군 남면 문은단로 3
1212,정동진점,강원도,강릉시,강원도 강릉시 강동면 정동3길 46-4
1213,임원점,강원도,삼척시,강원도 삼척시 원덕읍 임원중앙로 37
1214,일산점,강원도,원주시,"강원도 원주시 무실로 50(일산동, 지상1층)"
1215,인제점,강원도,인제군,강원도 인제군 인제읍 비봉로16번길 5
1216,원통점,강원도,인제군,강원도 인제군 북면 원통로147번길 32
1217,우산점,강원도,원주시,강원도 원주시 우산동 90-3번지
1218,양양점,강원도,양양군,강원도 양양군 양양읍 남문7길 5
1219,양양동호점,강원도,양양군,강원도 양양군 손양면 선사유적로 316-20
1220,양덕원점,강원도,홍천군,강원도 홍천군 남면 양덕원2길 30
1221,양구점,강원도,양구군,강원도 양구군 양구읍 사명길 66
1222,아야진점,강원도,고성군,강원도 고성군 토성면 아야진리 49-3
1223,쌍용점,강원도,영월군,강원도 영월군 한반도면 쌍용로 82-1
1224,신남점,강원도,인제군,강원도 인제군 남면 신남로48번길 19
1225,시동점,강원도,홍천군,강원도 홍천군 남면 시동안로 321
1226,수타사점,강원도,홍천군,강원도 홍천군 동면 속초길 6
1227,석사점,강원도,춘천시,강원도 춘천시 효석로67번길 18-1(석사동)
1228,서면점,강원도,홍천군,강원도 홍천군 서면 팔봉산로 1180
1229,북방점,강원도,홍천군,강원도 홍천군 북방면 영서로 2706
1230,부안점,강원도,춘천시,강원도 춘천시 보안길 42(후평동)
1231,봉포점,강원도,고성군,강원도 고성군 토성면 토성로 65
1232,명륜점,강원도,원주시,"강원도 원주시 남원로527번길 66, 1층 (명륜동)"
1233,마차점,강원도,영월군,강원도 영월군 북면 마차중앙1길 39-1
1234,동해본점,강원도,동해시,"강원도 동해시 해안로 635-4, 1층(발한동)"
1235,동면점,강원도,양구군,강원도 양구군 동면 금강산로 1554
1236,단관점,강원도,원주시,"강원도 원주시 단관길 177-9(관설동, 1층)"
1237,단계점,강원도,원주시,강원도 원주시 북원로2246번길 45(단계동)
1238,내면점,강원도,홍천군,강원도 홍천군 내면 창촌로 33-1
1239,남양점,강원도,삼척시,"강원도 삼척시 중앙시장길 68-26(남양동, 단층일부)"
1240,남부점,강원도,춘천시,강원도 춘천시 공지로 354(효자동)
1241,금호점,강원도,속초시,강원도 속초시 중앙로121번길 6(금호동)
1242,근덕점,강원도,삼척시,강원도 삼척시 근덕면 교가길 22-9
1243,구곡점,강원도,원주시,"강원도 원주시 늘품로 8, 101호(단구동)"
1244,교동점,강원도,속초시,강원도 속초시 교동 먹거리4길 33(교동)
1245,계촌점,강원도,평창군,강원도 평창군 방림면 계촌길 58
1246,강현점,강원도,양양군,강원도 양양군 강현면 물치천로 12
1247,강대점,강원도,춘천시,"강원도 춘천시 서부 대성로 182-1, 1층(효자동)"
1248,문혜리점,강원도,철원군,강원도 철원군 갈말읍 두루미로 100-1
1249,제천A점,충북,제천시,"충북 제천시 숭의로1길 2, 1층(화산동)"
1250,광혜원점,충청북도,음성군,충청북도 음성군 대소면 대청로 15 
